start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
91.375,93.644,92,illust:quasarcake,"[(1, 'illust:quasarcake')]",True,True,0,illust:quasarcake
89.073,91.375,92,mix:ourokronii,"[(1, 'mix:ourokronii')]",True,True,0,mix:ourokronii
93.644,95.946,92,movie:ebiebibeam,"[(1, 'movie:ebiebibeam')]",True,True,0,movie:ebiebibeam
45.229,45.662,0,あいつをなぐりたい,"[(3, 'あいつを'), (1, 'なぐりたい')]",True,False,4,あいつをなぐりたい
45.062,45.229,0,あいつをなぐりたい,"[(3, 'あいつを'), (1, 'なぐりた'), (4, 'い')]",False,False,4,い
44.895,45.062,0,あいつをなぐりたい,"[(3, 'あいつを'), (1, 'なぐり'), (4, 'たい')]",False,False,4,たい
44.728,44.895,0,あいつをなぐりたい,"[(3, 'あいつを'), (1, 'なぐ'), (4, 'りたい')]",False,False,4,りたい
44.428,44.728,0,あいつをなぐりたい,"[(3, 'あいつを'), (1, 'な'), (4, 'ぐりたい')]",False,False,4,ぐりたい
44.128,44.428,0,あいつをなぐりたい,"[(3, 'あいつを'), (4, 'なぐりたい')]",False,False,4,なぐりたい
43.861,44.128,0,あいつをなぐりたい,"[(3, 'あいつ'), (4, 'をなぐりたい')]",False,False,4,をなぐりたい
43.56,43.861,0,あいつをなぐりたい,"[(3, 'あい'), (4, 'つをなぐりたい')]",False,False,4,つをなぐりたい
43.36,43.56,0,あいつをなぐりたい,"[(3, 'あ'), (4, 'いつをなぐりたい')]",False,True,4,いつをなぐりたい
71.989,72.523,0,あしきものになまりを,"[(1, 'あしき'), (3, 'もの'), (1, 'になまりを')]",True,False,4,あしきものになまりを
71.822,71.989,0,あしきものになまりを,"[(1, 'あしき'), (3, 'もの'), (1, 'になまり'), (4, 'を')]",False,False,4,を
71.622,71.822,0,あしきものになまりを,"[(1, 'あしき'), (3, 'もの'), (1, 'になま'), (4, 'りを')]",False,False,4,りを
71.422,71.622,0,あしきものになまりを,"[(1, 'あしき'), (3, 'もの'), (1, 'にな'), (4, 'まりを')]",False,False,4,まりを
71.288,71.422,0,あしきものになまりを,"[(1, 'あしき'), (3, 'もの'), (1, 'に'), (4, 'なまりを')]",False,False,4,なまりを
71.121,71.288,0,あしきものになまりを,"[(1, 'あしき'), (3, 'もの'), (4, 'になまりを')]",False,False,4,になまりを
70.888,71.121,0,あしきものになまりを,"[(1, 'あしき'), (3, 'も'), (4, 'のになまりを')]",False,False,4,のになまりを
70.654,70.888,0,あしきものになまりを,"[(1, 'あしき'), (4, 'ものになまりを')]",False,False,4,ものになまりを
70.487,70.654,0,あしきものになまりを,"[(1, 'あし'), (4, 'きものになまりを')]",False,False,4,きものになまりを
70.287,70.487,0,あしきものになまりを,"[(1, 'あ'), (4, 'しきものになまりを')]",False,True,4,しきものになまりを
21.638,22.206,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおにあいだろうね')]",True,False,4,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね
21.505,21.638,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおにあいだろう'), (4, 'ね')]",False,False,4,ね
21.338,21.505,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおにあいだろ'), (4, 'うね')]",False,False,4,うね
21.171,21.338,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおにあいだ'), (4, 'ろうね')]",False,False,4,ろうね
21.038,21.171,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおにあい'), (4, 'だろうね')]",False,False,4,だろうね
20.938,21.038,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおにあ'), (4, 'いだろうね')]",False,False,4,いだろうね
20.804,20.938,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがおに'), (4, 'あいだろうね')]",False,False,4,あいだろうね
20.671,20.804,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくがお'), (4, 'にあいだろうね')]",False,False,4,にあいだろうね
20.504,20.671,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょくが'), (4, 'おにあいだろうね')]",False,False,4,おにあいだろうね
20.371,20.504,0,いのりのうたもとどかないこのまちじゃぼうりょくがおにあいだろうね,"[(1, 'いのりのうたもとどかないこのまちじゃ'), (1, 'ぼうりょく'), (4, 'がおにあいだろうね')]",False,False,4,がおにあいだろうね
