start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
93.877,93.977,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",True,False,<dupe_ref_end>,True
93.811,93.877,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
93.744,93.811,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
93.677,93.744,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
93.61,93.677,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
93.544,93.61,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
93.477,93.544,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,True,<dupe_ref_end>,True
48.699,48.799,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",True,False,<dupe_ref_end>,True
48.632,48.699,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
48.565,48.632,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
48.499,48.565,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
48.432,48.499,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
48.365,48.432,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,False,<dupe_ref_end>,True
48.298,48.365,-1,(はぁ),"[(2, '('), (2, 'は'), (2, 'ぁ'), (2, ')')]",False,True,<dupe_ref_end>,True
6.39,6.59,-1,(ストレンジ),"[(2, '('), (2, 'ス'), (2, 'ト'), (2, 'レ'), (2, 'ン'), (2, 'ジ'), (2, ')')]",True,False,ジ),False
5.689,6.39,-1,(ストレンジ),"[(2, '('), (2, 'ス'), (2, 'ト'), (2, 'レ'), (2, 'ン'), (3, 'ジ'), (3, ')')]",False,True,(ストレン,False
13.263,16.5,91,art:トロ３mv:ねびる,"[(2, 'a'), (2, 'r'), (2, 't'), (2, ':'), (2, 'ト'), (2, 'ロ'), (2, '３'), (2, 'm'), (2, 'v'), (2, ':'), (2, 'ね'), (2, 'び'), (2, 'る')]",True,True,art:トロ３mv:ねびる,False
9.893,13.263,-1,mix:なつめ千秋,"[(2, 'm'), (2, 'i'), (2, 'x'), (2, ':'), (2, 'な'), (2, 'つ'), (2, 'め'), (2, '千'), (2, '秋')]",True,True,mix:なつめ千秋,False
6.59,9.893,-1,originalsong:¿?shimon,"[(2, 'o'), (2, 'r'), (2, 'i'), (2, 'g'), (2, 'i'), (2, 'n'), (2, 'a'), (2, 'l'), (2, 's'), (2, 'o'), (2, 'n'), (2, 'g'), (2, ':'), (2, '¿'), (2, '?'), (2, 's'), (2, 'h'), (2, 'i'), (2, 'm'), (2, 'o'), (2, 'n')]",True,True,originalsong:¿?shimon,False
16.5,19.403,-1,vocals:ハコス・ベールズ,"[(2, 'v'), (2, 'o'), (2, 'c'), (2, 'a'), (2, 'l'), (2, 's'), (2, ':'), (2, 'ハ'), (2, 'コ'), (2, 'ス'), (2, '・'), (2, 'ベ'), (2, 'ー'), (2, 'ル'), (2, 'ズ')]",True,True,vocals:ハコス・ベールズ,False
42.96,43.427,0,『すべてはあなたのため』,"[(2, '『'), (2, 'す'), (2, 'べ'), (2, 'て'), (2, 'は'), (2, 'あ'), (2, 'な'), (2, 'た'), (2, 'の'), (2, 'た'), (2, 'め'), (2, '』')]",True,False,め,False
42.559,42.96,0,『すべてはあなたのため』,"[(2, '『'), (2, 'す'), (2, 'べ'), (2, 'て'), (2, 'は'), (2, 'あ'), (2, 'な'), (2, 'た'), (2, 'の'), (2, 'た'), (3, 'め'), (2, '』')]",False,False,た,False
42.159,42.559,0,『すべてはあなたのため』,"[(2, '『'), (2, 'す'), (2, 'べ'), (2, 'て'), (2, 'は'), (2, 'あ'), (2, 'な'), (2, 'た'), (2, 'の'), (3, 'た'), (3, 'め'), (2, '』')]",False,False,の,False
